item_code,channel,target_ym,forecast_run_ym,model_name,p50,lower_bound,upper_bound
K312,EXP,2022-10-31,2022-09-30,baseline_seasonal_naive,0,0,0
K350A,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,10,6,15
K350B,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,3,2,5
K350C,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,12,7,18
K350D,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,13,8,20
K350E,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,9,5,14
K350F,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,3,2,5
T120,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,302,181,453
T120,EXP,2022-10-31,2022-09-30,baseline_seasonal_naive,0,0,0
T121,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,188,113,282
T121,EXP,2022-10-31,2022-09-30,baseline_seasonal_naive,182,109,273
T122,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,184,110,276
T122,EXP,2022-10-31,2022-09-30,baseline_seasonal_naive,277,166,416
T240,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,228,137,342
T240,EXP,2022-10-31,2022-09-30,baseline_seasonal_naive,255,153,383
T241,DOM,2022-10-31,2022-09-30,baseline_seasonal_naive,2,1,3
T241,EXP,2022-10-31,2022-09-30,baseline_seasonal_naive,14,8,21
K210,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,19,11,29
K210,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,19,11,29
K210A,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,43,26,65
K210B,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,28,17,42
K210C,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,5,3,8
K210C,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,9,5,14
K210D,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
K240,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
K240,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,1,1,2
K240B,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,205,123,308
K250A,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,59,35,89
K310,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,1938,1163,2907
K310,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
K311,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,55,33,83
K311,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,50,30,75
K312,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,12,7,18
K312,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,6,4,9
K350A,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,8,5,12
K350B,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,1,1,2
K350C,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,5,3,8
K350D,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,4,2,6
K350E,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,17,10,26
K350F,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,3,2,5
T120,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,397,238,596
T120,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,513,308,770
T121,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,824,494,1236
T121,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
T122,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,252,151,378
T122,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
T240,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,1026,616,1539
T240,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,0,0,0
T241,DOM,2022-11-30,2022-10-31,baseline_seasonal_naive,6,4,9
T241,EXP,2022-11-30,2022-10-31,baseline_seasonal_naive,10,6,15
K210,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,14,8,21
K210,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,15,9,23
K210A,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K210A,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K210B,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,9,5,14
K210B,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K210C,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,22,13,33
K210C,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K210D,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K210D,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K240,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K240,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,1,1,2
K240B,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,1,1,2
K240B,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K250A,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,211,127,317
K250A,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K250B,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,66,40,99
K310,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,1517,910,2276
K310,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K311,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,93,56,140
K311,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K312,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,15,9,23
K312,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K350A,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,13,8,20
K350B,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,1,1,2
K350C,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,12,7,18
K350D,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,8,5,12
K350E,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,17,10,26
K350F,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,7,4,11
T120,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,290,174,435
T120,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,374,224,561
T121,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,427,256,641
T121,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,412,247,618
T122,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,1671,1003,2507
T122,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
T240,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,358,215,537
T240,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,400,240,600
T241,DOM,2022-12-31,2022-11-30,baseline_seasonal_naive,19,11,29
T241,EXP,2022-12-31,2022-11-30,baseline_seasonal_naive,0,0,0
K210,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,15,9,23
K210,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,15,9,23
K210A,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,27,16,41
K210B,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,18,11,27
K210C,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,28,17,42
K210C,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
K240,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,2,1,3
K240,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,2,1,3
K240B,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,1,1,2
K240B,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,191,115,287
K250A,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,52,31,78
K310,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,2665,1599,3998
K310,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
K311,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,111,67,167
K311,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
K312,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,11,7,17
K312,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,6,4,9
K350B,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,1,1,2
K350C,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,18,11,27
K350D,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,6,4,9
K350E,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,20,12,30
K350F,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,6,4,9
T120,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,1114,668,1671
T120,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,0,0,0
T121,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,270,162,405
T121,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,260,156,390
T122,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,141,85,212
T122,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,211,127,317
T240,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,60,36,90
T240,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,341,205,512
T241,DOM,2023-01-31,2022-12-31,baseline_seasonal_naive,3,2,5
T241,EXP,2023-01-31,2022-12-31,baseline_seasonal_naive,6,4,9
K210,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,27,16,41
K210,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,0,0,0
K210A,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,14,8,21
K210B,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,10,6,15
K210C,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,68,41,102
K210C,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,0,0,0
K240,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,6,4,9
K240,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,3,2,5
K250A,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,137,82,206
K250A,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,106,64,159
K250B,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,51,31,77
K310,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,1279,767,1919
K310,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,1535,921,2303
K311,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,58,35,87
K311,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,52,31,78
K312,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,10,6,15
K312,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,5,3,8
K350A,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,7,4,11
K350B,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,1,1,2
K350C,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,11,7,17
K350D,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,2,1,3
K350E,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,8,5,12
K350F,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,4,2,6
T120,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,1043,626,1565
T120,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,0,0,0
T121,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,374,224,561
T121,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,361,217,542
T122,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,222,133,333
T122,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,334,200,501
T240,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,441,265,662
T240,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,0,0,0
T241,DOM,2023-02-28,2023-01-31,baseline_seasonal_naive,2,1,3
T241,EXP,2023-02-28,2023-01-31,baseline_seasonal_naive,2,1,3
K210,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,15,9,23
K210,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,15,9,23
K210A,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
K210A,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
K210B,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,29,17,44
K210B,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,20,12,30
K210C,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,16,10,24
K210C,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
K210D,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
K210D,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
K240,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,3,2,5
K240,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
K240B,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,3,2,5
K240B,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,1,1,2
K250A,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,160,96,240
K250A,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,123,74,185
K250B,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,43,26,65
K310,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,420,252,630
K310,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,505,303,758
K311,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,63,38,95
K311,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
K312,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,18,11,27
K312,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
K350A,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,14,8,21
K350B,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,3,2,5
K350C,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,23,14,35
K350D,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,10,6,15
K350E,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,5,3,8
K350F,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,3,2,5
T120,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,353,212,530
T120,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,457,274,686
T121,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,890,534,1335
T121,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
T122,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,162,97,243
T122,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
T240,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,654,392,981
T240,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
T241,DOM,2023-03-31,2023-02-28,baseline_seasonal_naive,16,10,24
T241,EXP,2023-03-31,2023-02-28,baseline_seasonal_naive,0,0,0
K210,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,34,20,51
K210,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,0,0,0
K210A,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,1,1,2
K210A,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,1,1,2
K210B,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,43,26,65
K210B,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,29,17,44
K210C,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,3,2,5
K210C,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,6,4,9
K210D,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,0,0,0
K240,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,15,9,23
K240,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,22,13,33
K240B,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,2,1,3
K240B,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,1,1,2
K250A,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,274,164,411
K250A,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,58,35,87
K310,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,789,473,1184
K310,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,0,0,0
K311,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,87,52,131
K311,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,0,0,0
K312,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,39,23,59
K312,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,9,5,14
K350B,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,11,7,17
K350D,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,16,10,24
K350E,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,23,14,35
K350F,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,4,2,6
T120,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,1007,604,1511
T120,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,0,0,0
T121,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,223,134,335
T121,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,215,129,323
T122,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,137,82,206
T122,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,205,123,308
T240,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,794,476,1191
T240,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,0,0,0
T241,DOM,2023-04-30,2023-03-31,baseline_seasonal_naive,4,2,6
T241,EXP,2023-04-30,2023-03-31,baseline_seasonal_naive,6,4,9
K210,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,30,18,45
K210,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,0,0,0
K210A,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,2,1,3
K210A,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,3,2,5
K210B,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,49,29,74
K210B,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,0,0,0
K210C,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,4,2,6
K210C,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,25,15,38
K210D,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,0,0,0
K210D,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,0,0,0
K240,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,3,2,5
K240,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,0,0,0
K240B,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,0,0,0
K240B,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,0,0,0
K250A,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,134,80,201
K250A,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,104,62,156
K250B,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,29,17,44
K310,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,327,196,491
K310,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,393,236,590
K311,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,36,22,54
K311,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,32,19,48
K312,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,14,8,21
K312,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,7,4,11
K350A,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,10,6,15
K350B,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,3,2,5
K350C,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,15,9,23
K350D,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,21,13,32
K350E,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,7,4,11
K350F,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,3,2,5
T120,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,1181,709,1772
T120,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,0,0,0
T121,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,462,277,693
T121,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,446,268,669
T122,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,90,54,135
T122,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,136,82,204
T240,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,930,558,1395
T240,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,0,0,0
T241,DOM,2023-05-31,2023-04-30,baseline_seasonal_naive,7,4,11
T241,EXP,2023-05-31,2023-04-30,baseline_seasonal_naive,0,0,0
K210,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,17,10,26
K210,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,18,11,27
K210A,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,3,2,5
K210A,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,153,92,230
K210B,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K210C,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,9,5,14
K210C,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K240,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K240,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,3,2,5
K240B,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,86,52,129
K250A,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,67,40,101
K250B,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,156,94,234
K310,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,1484,890,2226
K310,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K311,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,37,22,56
K311,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,33,20,50
K312,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,13,8,20
K312,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,7,4,11
K350B,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,10,6,15
K350D,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,14,8,21
K350E,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,8,5,12
K350F,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,5,3,8
T120,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,617,370,926
T120,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,796,478,1194
T121,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,313,188,470
T121,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,302,181,453
T122,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,83,50,125
T122,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,124,74,186
T240,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,479,287,719
T240,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
T241,DOM,2023-06-30,2023-05-31,baseline_seasonal_naive,13,8,20
T241,EXP,2023-06-30,2023-05-31,baseline_seasonal_naive,0,0,0
K210,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,9,5,14
K210,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,10,6,15
K210A,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,5,3,8
K210A,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,0,0,0
K210B,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,14,8,21
K210B,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,10,6,15
K210C,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,14,8,21
K210C,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,0,0,0
K210D,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,0,0,0
K210D,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,0,0,0
K240,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,4,2,6
K240,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,0,0,0
K240B,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,10,6,15
K240B,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,0,0,0
K250A,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,249,149,374
K250A,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,0,0,0
K250B,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,33,20,50
K310,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,1309,785,1964
K310,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,1571,943,2357
K311,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,51,31,77
K311,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,46,28,69
K312,DOM,2023-07-31,2023-06-30,baseline_seasonal_naive,19,11,29
K312,EXP,2023-07-31,2023-06-30,baseline_seasonal_naive,0,0,0
